match_id,team,avg_passes_per_pos,pct_long_passes,padj_box_entries,pct_shots_set_piece,avg_def_height,ppda,pct_counterpress
3825747,Athletic Club,2.61,19.18,4.54,70.0,54.07,2.07,23.21
3825747,Eibar,1.99,18.84,4.83,44.44,52.33,3.05,17.65
3825748,Atlético Madrid,3.37,10.72,5.03,71.43,64.22,1.75,52.3
3825748,Sevilla,1.65,27.86,5.0,71.43,42.36,4.44,23.32
3825745,RC Deportivo La Coruña,2.61,16.35,5.03,37.5,51.32,3.21,27.85
3825745,Valencia,2.77,16.4,4.15,60.0,42.91,4.12,17.18
3825746,Real Betis,2.04,18.5,1.61,20.0,44.68,3.53,26.19
3825746,Real Madrid,4.1,11.9,4.5,50.0,60.38,2.62,33.14
3825743,Rayo Vallecano,2.03,17.84,4.52,69.23,58.68,1.68,31.9
3825743,Celta Vigo,1.62,27.5,3.12,66.67,49.51,3.13,32.43
3825744,Espanyol,2.57,18.54,4.12,45.45,50.55,3.21,14.85
3825744,Villarreal,3.32,12.45,2.97,64.29,55.81,2.52,31.58
3825742,Granada,2.47,18.49,4.68,55.0,56.07,2.29,33.73
3825742,Getafe,2.24,17.29,2.88,55.56,53.64,2.13,29.66
3825741,Sporting Gijón,2.07,18.18,2.94,46.15,48.37,2.69,24.37
3825741,Real Sociedad,2.72,15.1,3.47,55.56,57.57,2.02,36.55
3825739,Real Madrid,4.68,9.92,2.42,64.71,54.54,2.82,30.29
3825739,Sporting Gijón,2.2,14.32,2.81,66.67,44.68,5.08,18.68
3825738,Las Palmas,3.83,9.5,2.13,63.64,51.09,3.04,32.47
3825738,Atlético Madrid,2.72,12.07,4.23,9.09,55.83,3.32,28.94
3825737,Getafe,1.99,21.07,2.81,36.84,56.64,2.97,25.83
3825737,Espanyol,3.29,15.22,2.68,61.54,52.26,2.5,33.33
3825734,Real Sociedad,3.5,11.16,4.76,50.0,63.01,1.65,27.03
3825734,RC Deportivo La Coruña,2.07,21.13,2.06,28.57,41.8,3.27,18.71
3825733,Sevilla,2.73,17.12,2.54,37.5,49.65,2.01,31.65
3825733,Málaga,2.39,18.23,6.33,71.43,61.75,2.28,24.68
3825732,Celta Vigo,2.58,14.51,4.2,53.85,51.27,2.34,37.08
3825732,Levante UD,2.03,16.07,3.84,31.25,56.95,2.61,23.64
3825735,Villarreal,3.19,11.59,3.39,77.78,54.37,3.3,21.62
3825735,Real Betis,3.17,16.73,1.23,46.67,55.61,2.92,35.34
3825729,Villarreal,2.88,14.48,3.57,0.0,53.24,2.73,24.79
3825729,Sporting Gijón,3.24,17.52,3.83,50.0,57.64,2.39,29.58
3825728,Celta Vigo,3.18,13.67,2.31,66.67,49.92,2.07,24.43
3825728,Atlético Madrid,2.61,12.29,2.92,50.0,53.07,2.89,28.73
3825730,Real Sociedad,2.54,14.6,4.4,50.0,62.48,2.66,28.37
3825730,Valencia,2.42,17.65,2.23,70.0,47.54,3.1,31.14
3825727,Eibar,2.42,21.31,4.85,50.0,59.36,2.53,29.15
3825727,Espanyol,2.11,20.24,4.76,28.57,45.59,2.99,29.56
3825723,Levante UD,1.88,22.34,2.28,40.0,52.85,3.58,27.96
3825723,Rayo Vallecano,2.37,16.7,3.98,50.0,53.92,2.44,30.77
3825726,Sevilla,2.66,14.88,3.14,25.0,46.86,3.41,29.38
3825726,Athletic Club,2.92,13.68,5.43,66.67,58.7,2.29,29.29
3825725,Getafe,2.6,16.34,3.53,77.78,54.51,1.8,27.31
3825725,Real Betis,2.36,16.38,3.72,72.73,49.9,3.32,29.65
3825724,Real Madrid,2.9,10.03,3.06,56.52,50.44,3.58,25.0
3825724,RC Deportivo La Coruña,2.73,16.42,3.28,44.44,53.28,4.5,31.29
3825722,Sporting Gijón,2.13,18.75,5.73,64.71,50.68,2.86,24.02
3825722,Getafe,2.44,19.15,4.01,54.55,51.09,2.37,34.8
3825716,Rayo Vallecano,1.8,24.51,3.94,69.23,52.2,2.52,30.17
3825716,Real Sociedad,2.19,22.46,3.78,80.0,58.86,2.54,31.85
3825719,Athletic Club,2.08,20.2,5.67,80.0,60.1,2.36,17.73
3825719,Las Palmas,3.02,11.99,2.53,75.0,52.46,2.55,40.0
3825720,Real Betis,3.03,14.75,3.64,90.91,55.58,2.09,19.64
3825720,Eibar,2.03,18.87,3.5,0.0,49.25,3.36,23.39
3825717,Granada,1.81,27.83,3.24,33.33,47.81,3.29,21.51
3825717,Sevilla,2.7,13.01,5.33,68.75,52.95,3.58,25.42
3825721,RC Deportivo La Coruña,2.86,19.26,3.33,54.55,58.27,2.59,35.02
3825721,Villarreal,2.45,12.74,2.16,33.33,49.37,4.62,27.22
3825718,Valencia,2.68,11.9,2.62,25.0,51.7,3.42,26.29
3825718,Real Madrid,3.3,12.01,3.7,70.59,50.26,3.89,27.27
3825715,Málaga,2.39,15.69,4.92,50.0,60.24,2.37,34.25
3825715,Celta Vigo,2.56,17.06,4.1,50.0,43.31,3.32,23.23
3825714,Atlético Madrid,3.06,15.06,3.99,81.25,56.82,2.57,28.17
3825714,Levante UD,2.39,16.28,2.33,77.78,54.1,2.85,29.9
3825713,Villarreal,2.47,12.34,3.03,55.56,55.95,2.48,24.49
3825713,Valencia,2.38,18.26,5.02,83.33,47.09,3.9,27.59
3825710,Real Madrid,3.07,16.54,3.12,43.48,51.85,3.34,24.75
3825710,Real Sociedad,2.99,13.79,3.12,76.92,56.35,2.69,23.79
3825709,Sevilla,2.55,12.47,4.38,37.5,51.37,3.08,34.91
3825709,Espanyol,2.72,12.07,4.25,41.67,53.1,3.21,27.87
3825646,Villarreal,3.1,14.41,5.16,50.0,50.71,4.21,25.32
3825646,Sevilla,2.84,16.44,3.42,83.33,52.24,2.92,25.0
3825645,Getafe,2.06,20.76,3.22,50.0,42.77,6.2,19.62
3825645,Barcelona,4.56,8.0,3.61,40.0,65.42,1.84,38.19
3825644,Real Sociedad,1.99,20.79,6.32,71.43,49.78,2.68,24.22
3825644,Celta Vigo,2.85,15.83,3.86,56.25,50.43,2.03,36.6
3825640,Levante UD,2.47,20.0,3.4,84.62,57.9,2.11,32.79
3825640,Real Sociedad,1.81,24.43,3.98,61.54,49.96,2.63,28.64
3825639,Las Palmas,3.12,12.25,1.63,85.71,48.89,2.5,31.14
3825639,Villarreal,2.32,12.76,3.19,60.0,57.93,2.97,22.86
3825636,Málaga,2.73,16.67,3.14,66.67,58.21,4.65,31.21
3825636,RC Deportivo La Coruña,2.49,18.96,2.9,60.0,52.65,2.95,28.89
3825635,Celta Vigo,3.09,11.7,3.47,58.82,52.95,2.32,22.35
3825635,Real Madrid,2.99,15.69,3.4,35.71,48.76,4.43,37.21
3825634,Granada,1.87,23.88,4.21,70.59,52.09,2.28,19.42
3825634,Real Betis,2.96,16.6,2.43,37.5,50.22,2.01,27.78
3825633,Rayo Vallecano,3.35,17.18,4.05,69.23,59.53,3.01,34.59
3825633,Espanyol,1.66,25.56,1.6,55.56,43.41,6.66,33.55
3825632,Sporting Gijón,3.18,16.52,5.1,53.33,50.99,2.29,40.34
3825632,Granada,1.63,26.83,5.23,21.43,47.67,4.27,19.9
3825631,Real Sociedad,3.54,12.44,3.19,72.73,52.33,3.16,27.68
3825631,Atlético Madrid,2.53,14.29,2.27,57.14,48.4,3.22,25.0
3825630,RC Deportivo La Coruña,3.11,18.13,4.67,58.82,53.99,2.24,35.4
3825630,Athletic Club,2.43,15.4,5.69,57.14,53.1,3.72,30.51
3825629,Villarreal,2.03,16.62,2.97,58.33,55.16,4.06,38.76
3825629,Celta Vigo,4.03,11.48,3.87,69.23,53.43,1.87,36.45
3825627,Barcelona,2.28,13.64,1.73,35.71,54.11,2.81,25.4
3825627,Rayo Vallecano,3.01,15.03,2.8,54.55,63.9,2.2,30.13
3825625,Real Madrid,3.43,13.18,2.97,28.57,53.94,3.06,26.55
3825625,Levante UD,2.56,16.85,2.88,47.06,45.08,5.05,21.2
3825624,Eibar,1.77,22.99,4.43,28.57,51.57,2.76,23.48
3825624,Sevilla,2.39,18.22,5.67,73.33,58.79,2.11,22.84
3825622,Athletic Club,3.08,17.73,4.78,43.75,55.06,3.74,34.81
3825622,Valencia,2.76,18.83,2.3,70.0,44.87,4.09,25.41
3825621,Atlético Madrid,2.91,10.32,3.0,55.56,56.72,3.08,28.82
3825621,Real Madrid,3.49,15.49,3.29,33.33,46.83,3.57,25.85
3825620,Rayo Vallecano,3.03,15.94,4.67,73.91,58.69,1.51,28.45
3825620,Real Betis,1.59,26.23,5.56,33.33,45.09,3.65,26.69
3825617,Sevilla,1.71,17.84,4.97,50.0,49.06,2.8,19.29
3825617,Barcelona,3.02,9.33,7.25,50.0,53.13,2.87,36.69
3825615,Espanyol,2.96,11.37,4.09,66.67,60.34,2.33,35.34
3825615,Sporting Gijón,2.37,14.99,1.93,75.0,50.3,2.65,32.11
3825613,Celta Vigo,3.26,13.18,4.94,55.56,53.17,1.51,33.99
3825613,Getafe,1.62,19.34,2.3,66.67,54.28,3.72,32.84
3825610,Sporting Gijón,3.28,15.07,2.84,52.63,52.24,2.55,25.0
3825610,Real Betis,2.55,15.14,2.9,23.08,52.13,3.32,25.49
3825606,Real Madrid,4.12,14.09,4.74,45.16,57.42,3.12,28.23
3825606,Málaga,1.71,23.42,4.43,50.0,42.75,5.59,18.86
3825605,Sevilla,2.51,17.76,5.04,61.11,57.4,2.46,32.88
3825605,Rayo Vallecano,2.45,16.81,2.84,50.0,50.8,3.48,34.5
3825604,Valencia,1.89,18.16,2.11,58.33,51.82,2.66,28.51
3825604,Granada,2.23,13.78,4.28,44.44,55.36,1.91,35.0
3825603,Real Betis,3.21,14.8,4.28,55.56,53.18,2.18,25.96
3825603,RC Deportivo La Coruña,2.19,23.08,2.12,22.22,51.13,3.48,26.07
3825602,Athletic Club,2.76,14.41,6.99,30.77,54.53,3.29,27.35
3825602,Real Madrid,3.58,13.29,3.16,40.91,45.7,4.17,27.88
3825600,Málaga,3.12,17.74,5.38,60.0,55.91,3.02,24.84
3825600,Villarreal,1.99,19.22,3.64,33.33,48.47,2.66,23.28
3825599,Espanyol,2.12,17.71,4.99,68.42,60.06,2.31,28.32
3825599,Valencia,2.32,14.82,2.82,80.0,46.7,2.63,26.0
3825597,Las Palmas,2.12,19.31,5.06,50.0,51.04,2.18,32.92
3825597,Rayo Vallecano,2.28,19.17,3.93,41.18,51.51,2.99,31.84
3825596,RC Deportivo La Coruña,3.29,14.58,4.97,70.0,62.3,2.03,27.86
3825596,Sporting Gijón,1.93,18.08,1.98,40.0,45.78,3.78,27.65
3825594,Sevilla,2.56,16.43,7.25,61.54,52.49,2.87,26.99
3825594,Celta Vigo,3.02,18.9,4.13,40.0,52.91,2.44,32.14
3825593,Eibar,3.01,18.96,2.71,22.22,54.92,3.36,19.84
3825593,Atlético Madrid,3.88,12.02,3.43,42.86,49.41,4.12,35.52
3825592,Real Sociedad,2.63,16.7,4.86,90.0,57.6,2.53,30.88
3825592,Espanyol,2.4,15.42,3.27,50.0,47.74,3.75,24.87
3825591,Valencia,3.6,13.24,5.07,58.33,53.76,1.59,27.11
3825591,Real Betis,1.8,23.4,2.88,66.67,47.34,4.23,27.06
3825590,Real Madrid,3.6,10.04,3.25,55.0,55.87,2.12,32.67
3825590,Granada,1.75,22.36,3.32,66.67,53.24,3.33,25.19
3825589,Getafe,1.7,20.9,2.69,60.0,50.35,2.41,27.34
3825589,Málaga,2.66,11.8,4.68,61.54,55.32,1.79,31.39
3825588,Rayo Vallecano,3.03,14.47,3.62,62.5,53.31,2.15,28.25
3825588,RC Deportivo La Coruña,1.86,22.73,4.55,21.43,56.06,3.27,32.64
3825587,Athletic Club,2.63,15.49,4.4,50.0,54.65,2.68,33.8
3825587,Getafe,2.3,16.97,2.26,69.23,54.19,2.82,25.82
3825586,Málaga,2.52,20.6,5.58,70.0,55.56,2.18,34.98
3825586,Eibar,2.03,24.56,5.06,71.43,51.48,2.06,34.55
3825585,Celta Vigo,3.99,8.91,4.32,42.31,60.81,1.98,32.71
3825585,Las Palmas,2.06,16.57,4.21,33.33,44.6,7.16,36.53
3825583,Sporting Gijón,2.1,18.4,2.83,80.0,51.49,3.16,37.77
3825583,Valencia,3.04,15.59,4.41,41.18,58.98,2.19,29.82
3825582,Real Betis,2.04,19.29,3.26,33.33,46.22,3.07,25.99
3825582,Real Sociedad,3.36,13.75,7.06,66.67,56.73,2.03,32.09
3825581,Espanyol,3.32,12.2,3.7,66.67,59.54,3.35,29.51
3825581,Real Madrid,3.01,15.4,4.2,53.33,41.77,4.53,23.76
3825580,Levante UD,2.68,15.78,4.48,28.57,56.63,2.45,27.14
3825580,Sevilla,2.19,17.7,5.5,50.0,55.36,3.1,30.81
3825578,Eibar,2.32,25.42,4.56,77.78,51.21,3.59,30.43
3825578,Athletic Club,3.01,18.57,4.88,66.67,57.68,2.3,28.71
3825577,Getafe,2.41,16.03,4.29,86.67,52.03,2.44,31.48
3825577,Granada,1.69,25.17,4.14,33.33,51.38,2.51,22.77
3825576,Valencia,2.69,17.28,5.14,69.23,55.89,2.59,26.47
3825576,RC Deportivo La Coruña,2.36,19.02,2.68,50.0,51.76,2.7,22.03
3825575,Las Palmas,3.32,12.1,4.26,50.0,59.48,1.8,39.74
3825575,Levante UD,1.83,25.62,4.94,66.67,51.23,2.76,22.73
3825574,Celta Vigo,3.99,11.76,2.77,46.15,63.47,1.66,25.89
3825574,Rayo Vallecano,2.25,19.27,2.44,33.33,48.46,4.67,22.88
3825573,Real Sociedad,3.09,12.72,3.48,42.86,57.96,2.74,32.95
3825573,Sporting Gijón,2.27,19.85,4.02,57.14,46.68,2.9,23.78
3825571,Villarreal,3.01,12.75,4.81,53.33,59.17,2.16,29.26
3825571,Espanyol,2.22,19.31,1.73,80.0,46.14,4.69,23.5
3825569,Levante UD,2.06,23.15,6.43,72.73,44.59,6.35,16.22
3825569,Celta Vigo,4.84,11.32,4.1,28.57,51.87,2.29,34.94
3825568,Real Betis,2.66,16.77,3.56,77.27,63.48,1.74,29.22
3825568,Villarreal,1.38,27.0,6.08,37.5,45.42,3.09,26.29
3825567,Sporting Gijón,2.05,22.64,4.3,50.0,46.16,3.84,22.47
3825567,Real Madrid,4.42,10.46,4.3,55.56,59.82,2.84,38.19
3825566,Rayo Vallecano,2.7,17.05,2.53,37.5,56.02,2.11,26.56
3825566,Valencia,2.09,25.82,4.56,80.0,54.72,1.89,27.41
3825565,Espanyol,1.65,21.77,3.15,40.0,48.19,3.2,22.93
3825565,Getafe,3.39,13.29,3.41,84.62,61.52,1.93,30.16
3825564,RC Deportivo La Coruña,2.89,16.18,2.76,50.0,49.81,2.51,34.62
3825564,Real Sociedad,1.96,20.14,6.0,90.0,55.32,3.66,30.85
3825563,Atlético Madrid,4.21,11.13,4.6,66.67,60.17,2.39,40.45
3825563,Las Palmas,2.59,18.4,1.42,100.0,45.65,3.74,21.61
266498,Barcelona,4.71,6.61,3.8,53.33,58.5,1.87,31.41
266498,Getafe,2.08,17.34,1.86,50.0,45.1,4.21,20.88
266986,Real Betis,1.99,19.78,2.16,50.0,36.28,6.36,10.7
266986,Barcelona,5.76,11.84,6.05,41.67,67.59,1.52,33.68
267533,Barcelona,4.56,6.88,2.95,57.14,60.87,2.89,34.59
267533,Real Madrid,2.13,14.0,2.29,33.33,45.79,5.79,15.24
266310,RC Deportivo La Coruña,2.74,17.87,3.72,41.18,55.21,3.53,12.18
266310,Barcelona,5.23,10.7,2.94,23.53,52.25,2.2,22.77
267576,Barcelona,5.1,9.87,3.06,60.0,49.04,2.07,32.39
267576,Atlético Madrid,2.15,13.64,4.22,85.71,48.31,3.11,16.25
266653,Rayo Vallecano,1.94,17.61,2.69,75.0,51.3,2.88,13.17
266653,Barcelona,3.23,15.12,5.46,61.9,64.69,2.17,25.71
265944,Barcelona,5.24,10.89,3.9,47.83,61.29,2.07,26.62
265944,Sporting Gijón,1.91,21.65,2.06,50.0,44.95,3.44,9.22
265894,Málaga,1.91,20.38,6.05,71.43,54.34,3.4,21.03
265894,Barcelona,3.03,15.75,2.18,72.73,55.94,2.49,36.36
265958,Barcelona,3.77,10.24,3.84,57.14,59.76,2.24,33.33
265958,Espanyol,1.82,17.21,2.6,100.0,43.3,4.07,23.04
267611,Barcelona,4.06,12.92,3.8,62.5,55.7,1.98,27.54
267611,Las Palmas,1.98,19.53,2.62,40.0,55.18,4.12,24.88
267422,Barcelona,4.08,10.9,5.45,65.22,57.85,2.4,25.58
267422,Málaga,1.46,25.48,4.25,25.0,41.62,4.42,20.85
266236,Athletic Club,2.17,18.98,5.38,50.0,59.43,2.3,14.17
266236,Barcelona,4.75,15.76,2.72,70.0,53.8,3.42,35.77
267274,Valencia,1.93,17.85,2.46,10.0,48.34,3.57,20.41
267274,Barcelona,4.92,6.86,3.17,37.5,60.87,2.02,35.33
266961,Barcelona,4.43,9.22,6.19,68.42,58.83,1.66,26.6
266961,RC Deportivo La Coruña,2.02,21.16,3.48,41.67,40.05,3.44,17.71
266885,Barcelona,3.44,12.96,2.98,25.0,49.44,4.15,33.11
266885,Real Sociedad,2.58,11.31,4.43,40.0,58.75,2.59,17.05
266815,Sporting Gijón,1.54,24.36,3.42,33.33,47.14,3.63,13.5
266815,Barcelona,5.59,8.89,4.07,47.06,61.27,2.05,45.08
267506,Granada,2.08,21.2,4.43,57.14,49.09,4.67,21.35
267506,Barcelona,4.02,14.62,4.03,50.0,53.52,2.42,29.51
266664,Real Sociedad,1.56,23.9,3.31,40.0,51.98,3.06,23.79
266664,Barcelona,4.37,11.02,4.82,76.92,53.61,1.73,25.13
266106,Villarreal,2.23,13.01,2.89,33.33,56.01,3.77,23.21
266106,Barcelona,4.73,10.85,2.92,60.0,52.18,3.1,29.93
266670,Espanyol,1.56,21.05,4.89,75.0,49.79,2.96,17.45
266670,Barcelona,3.94,10.26,4.04,90.0,53.32,1.37,26.32
266149,Barcelona,6.35,12.9,4.65,30.0,60.32,2.19,31.06
266149,Athletic Club,1.83,27.87,5.33,33.33,46.28,5.19,15.23
266620,Barcelona,3.78,9.55,4.05,52.94,56.26,1.66,25.7
266620,Granada,1.84,18.72,1.68,50.0,51.36,2.54,14.66
266056,Eibar,2.01,18.98,4.28,57.14,60.6,3.08,16.9
266056,Barcelona,4.44,10.35,3.1,60.0,48.34,3.51,31.65
267327,Barcelona,3.99,8.69,4.1,68.75,53.96,2.41,39.2
267327,Real Betis,2.29,16.3,3.87,53.85,52.08,3.44,14.29
266166,Atlético Madrid,2.15,11.61,3.4,18.18,52.13,3.11,18.24
266166,Barcelona,4.58,12.58,3.31,85.71,54.45,2.28,34.29
266160,Levante UD,1.85,22.9,4.84,50.0,51.69,2.75,19.13
266160,Barcelona,3.83,12.31,4.26,72.73,46.22,2.0,29.36
265839,Barcelona,4.34,7.08,4.72,66.67,57.93,2.1,29.35
265839,Sevilla,1.99,15.04,3.24,58.33,47.37,4.22,17.03
266424,Real Madrid,2.69,14.81,3.09,53.85,58.02,3.63,29.0
266424,Barcelona,3.73,10.28,3.43,38.89,53.36,3.43,27.44
266467,Celta Vigo,2.39,17.87,3.38,31.58,50.36,2.66,25.0
266467,Barcelona,3.02,10.44,4.84,55.56,58.62,2.41,28.5
267273,Las Palmas,3.27,11.15,4.91,43.75,52.87,3.6,19.62
267273,Barcelona,3.48,10.02,4.27,50.0,55.94,2.18,25.1
266490,Barcelona,4.02,14.33,4.21,40.0,67.27,2.15,34.16
266490,Levante UD,1.77,18.29,2.13,45.45,42.7,3.58,20.94
266254,Barcelona,3.57,12.26,3.45,50.0,61.41,1.47,36.06
266254,Celta Vigo,2.06,14.93,2.39,40.0,48.53,2.97,21.19
266557,Barcelona,4.37,11.08,4.96,77.27,60.72,1.67,31.86
266557,Valencia,1.73,24.33,2.67,57.14,43.39,4.11,17.27
